arm	ontology	km_wall_s	external_wall_s	km_peak_mib	external_peak_mib
konclude	ore_ont_9663.owl	22.1016	13.7267	4722.96	3780.08
konclude	ore_ont_9668.owl	0.289	0.2824	133.58	85.0
konclude	ore_ont_9674.owl	4.9099	44.4311	267.22	6041.19
konclude	ore_ont_9695.owl	0.0413	0.0712	9.06	28.12
konclude	ore_ont_9724.owl	44.534	10.7583	15660.97	2728.7
konclude	ore_ont_9761.owl	0.1008	0.3093	20.86	81.88
konclude	ore_ont_9768.owl	0.1287	6.0756	8.05	1253.2
konclude	ore_ont_9772.owl	0.1063	0.2171	30.27	60.64
konclude	ore_ont_9790.owl	0.1006	0.2513	16.85	65.62
konclude	ore_ont_9792.owl	0.1892	0.4782	26.46	116.74
konclude	ore_ont_9794.owl	0.7448	11.9968	21.29	1738.48
konclude	ore_ont_9854.owl	0.0415	0.0698	6.88	24.69
konclude	ore_ont_9857.owl	0.0704	0.1271	14.38	38.43
konclude	ore_ont_9881.owl	10.4258	0.5642	1893.54	167.78
konclude	ore_ont_9894.owl	0.7828	1.6826	92.88	319.8
konclude	ore_ont_9904.owl	0.0415	0.0718	7.81	26.45
konclude	ore_ont_9944.owl	1.0523	0.8262	278.56	224.74
konclude	ore_ont_9958.owl	3.1963	11.5697	565.28	4002.93
sequoia_strict	ore_ont_10016.owl	0.8033	15.704	30.54	8628.04
sequoia_strict	ore_ont_10032.owl	5.1701	8.3176	1180.57	4520.1
sequoia_strict	ore_ont_10056.owl	0.0409	1.5148	7.5	266.48
sequoia_strict	ore_ont_10134.owl	0.041	1.9391	9.38	365.21
sequoia_strict	ore_ont_10146.owl	0.1588	2.5098	39.95	520.72
sequoia_strict	ore_ont_1016.owl	0.9352	3.479	306.5	661.17
sequoia_strict	ore_ont_10160.owl	0.041	2.0487	10.55	392.35
sequoia_strict	ore_ont_1017.owl	0.0411	1.7724	9.06	320.98
sequoia_strict	ore_ont_10175.owl	2.8728	14.8576	180.26	11375.96
sequoia_strict	ore_ont_10248.owl	2.9692	8.2928	268.24	6770.24
sequoia_strict	ore_ont_10280.owl	0.1385	2.5448	23.05	480.44
sequoia_strict	ore_ont_10283.owl	0.0417	1.7963	8.44	300.04
sequoia_strict	ore_ont_10309.owl	0.0414	1.5354	6.88	252.15
sequoia_strict	ore_ont_10389.owl	0.1907	2.9728	30.84	552.28
sequoia_strict	ore_ont_10445.owl	1.4402	9.2381	14.09	3400.81
sequoia_strict	ore_ont_105.owl	0.0411	1.6071	6.25	265.36
sequoia_strict	ore_ont_10516.owl	0.0409	1.6633	8.12	269.15
sequoia_strict	ore_ont_10689.owl	4.894	105.3161	267.25	17528.66
sequoia_strict	ore_ont_10742.owl	0.0709	2.0661	14.3	445.52
sequoia_strict	ore_ont_10769.owl	0.0409	1.6206	8.44	256.26
sequoia_strict	ore_ont_10778.owl	1.774	6.8158	132.09	3449.52
sequoia_strict	ore_ont_10806.owl	0.1352	3.0409	29.62	568.92
sequoia_strict	ore_ont_1082.owl	1.0778	5.4179	95.05	3517.65
sequoia_strict	ore_ont_10890.owl	0.1608	3.0852	26.5	603.18
sequoia_strict	ore_ont_10968.owl	0.0708	2.1726	15.96	450.5
sequoia_strict	ore_ont_11009.owl	0.0712	1.9391	14.38	332.87
sequoia_strict	ore_ont_11010.owl	0.0415	1.5991	7.81	263.56
sequoia_strict	ore_ont_11014.owl	0.0413	1.8479	9.06	341.97
sequoia_strict	ore_ont_11081.owl	0.7644	4.2767	58.56	2685.23
sequoia_strict	ore_ont_11140.owl	0.0719	2.2234	18.99	451.41
sequoia_strict	ore_ont_11293.owl	2.9208	8.693	263.61	6890.98
sequoia_strict	ore_ont_11389.owl	0.3021	8.2018	14.5	3342.99
sequoia_strict	ore_ont_11395.owl	1.3211	43.4488	122.68	12859.45
sequoia_strict	ore_ont_11452.owl	0.2225	2.7221	32.79	547.46
sequoia_strict	ore_ont_11460.owl	12.9726	29.6738	3209.87	14181.64
sequoia_strict	ore_ont_11497.owl	0.041	1.5547	8.75	267.15
sequoia_strict	ore_ont_11504.owl	0.041	1.5037	6.56	265.3
sequoia_strict	ore_ont_11519.owl	2.5817	8.4156	211.23	4284.07
sequoia_strict	ore_ont_11522.owl	0.0424	1.6245	9.06	263.66
sequoia_strict	ore_ont_11559.owl	1.2436	6.0313	142.05	2379.75
sequoia_strict	ore_ont_11619.owl	0.0744	2.1485	15.57	433.9
sequoia_strict	ore_ont_11623.owl	0.7888	3.2392	271.54	684.25
sequoia_strict	ore_ont_11639.owl	0.0419	1.6313	5.94	266.49
sequoia_strict	ore_ont_11739.owl	2.063	67.6583	18.75	11781.15
sequoia_strict	ore_ont_11778.owl	1.9898	8.9387	213.8	3494.84
sequoia_strict	ore_ont_12007.owl	0.041	1.5604	6.56	264.38
sequoia_strict	ore_ont_12009.owl	0.0417	1.7997	9.69	313.74
sequoia_strict	ore_ont_12087.owl	3.7793	16.2101	363.05	6672.85
sequoia_strict	ore_ont_12141.owl	0.389	1.8944	77.69	323.05
sequoia_strict	ore_ont_12149.owl	0.7686	4.4128	73.73	2090.39
sequoia_strict	ore_ont_12161.owl	0.2221	2.7566	32.69	545.77
sequoia_strict	ore_ont_12194.owl	0.2834	3.3502	45.64	900.56
sequoia_strict	ore_ont_12281.owl	0.0712	2.3724	11.18	402.4
sequoia_strict	ore_ont_12387.owl	4.358	19.7587	422.03	6849.41
sequoia_strict	ore_ont_12397.owl	0.0412	2.0912	10.55	374.89
sequoia_strict	ore_ont_12405.owl	0.2217	3.2515	64.27	496.33
sequoia_strict	ore_ont_1272.owl	2.7409	6.1719	676.85	2409.82
sequoia_strict	ore_ont_12776.owl	0.1057	2.2885	16.18	449.59
sequoia_strict	ore_ont_12802.owl	0.2522	3.1729	62.5	553.02
sequoia_strict	ore_ont_12831.owl	0.0412	1.7887	7.5	292.09
sequoia_strict	ore_ont_12906.owl	0.0413	1.5699	5.94	260.86
sequoia_strict	ore_ont_13000.owl	0.1612	2.6342	31.8	547.21
sequoia_strict	ore_ont_13053.owl	0.0416	1.5897	7.19	266.12
sequoia_strict	ore_ont_13071.owl	1.4159	15.8373	393.61	13925.07
sequoia_strict	ore_ont_13141.owl	0.1012	2.3459	18.68	447.83
sequoia_strict	ore_ont_13204.owl	0.0414	1.5648	6.88	263.74
sequoia_strict	ore_ont_13224.owl	5.9622	10.6444	358.57	7629.46
sequoia_strict	ore_ont_13234.owl	0.0413	1.701	6.88	267.12
sequoia_strict	ore_ont_13243.owl	1.5906	6.2113	135.48	3699.91
sequoia_strict	ore_ont_13277.owl	0.0413	1.6059	7.19	266.87
sequoia_strict	ore_ont_13301.owl	0.0416	1.7304	6.88	272.91
sequoia_strict	ore_ont_13355.owl	1.1769	24.2338	78.28	11478.48
sequoia_strict	ore_ont_13392.owl	0.0417	1.5596	8.95	259.46
sequoia_strict	ore_ont_13429.owl	0.0412	1.5491	5.94	263.18
sequoia_strict	ore_ont_13444.owl	0.1641	1.8862	84.29	452.52
sequoia_strict	ore_ont_13530.owl	0.0413	1.5625	6.88	260.87
sequoia_strict	ore_ont_1357.owl	1.7334	6.7948	190.35	1963.95
sequoia_strict	ore_ont_13578.owl	0.0413	1.8977	10.0	333.76
sequoia_strict	ore_ont_13643.owl	0.0418	1.504	5.94	264.45
sequoia_strict	ore_ont_13664.owl	0.7055	4.173	77.72	1147.25
sequoia_strict	ore_ont_13752.owl	0.2666	3.112	40.09	540.58
sequoia_strict	ore_ont_13902.owl	0.0704	3.8829	5.0	1068.96
sequoia_strict	ore_ont_13964.owl	0.0405	3.3644	5.0	584.03
sequoia_strict	ore_ont_14027.owl	0.1323	2.8241	30.14	550.31
sequoia_strict	ore_ont_14031.owl	0.0713	2.066	11.18	425.11
sequoia_strict	ore_ont_14042.owl	1.2516	46.2372	120.67	12805.89
sequoia_strict	ore_ont_14123.owl	0.0416	1.907	9.38	363.24
sequoia_strict	ore_ont_14153.owl	0.1299	2.3672	40.27	523.18
sequoia_strict	ore_ont_1420.owl	0.0411	1.4322	7.5	264.55
sequoia_strict	ore_ont_14280.owl	0.1869	3.1323	32.39	713.27
sequoia_strict	ore_ont_14312.owl	2.65	5.2145	593.29	1821.73
sequoia_strict	ore_ont_14327.owl	0.0412	1.739	6.56	269.47
sequoia_strict	ore_ont_14459.owl	4.0276	71.4502	216.18	17322.4
sequoia_strict	ore_ont_14499.owl	0.1912	2.5718	29.62	536.68
sequoia_strict	ore_ont_14508.owl	0.0414	3.7507	5.0	914.31
sequoia_strict	ore_ont_14518.owl	0.0438	1.5519	7.5	270.04
sequoia_strict	ore_ont_14574.owl	0.1855	2.3457	30.0	526.95
sequoia_strict	ore_ont_14587.owl	0.1625	2.793	27.43	604.67
sequoia_strict	ore_ont_14607.owl	0.8395	6.276	11.18	1917.17
sequoia_strict	ore_ont_1473.owl	0.0431	1.8202	8.12	330.68
sequoia_strict	ore_ont_14826.owl	0.0414	1.6964	8.98	261.56
sequoia_strict	ore_ont_14840.owl	0.0419	2.0095	9.38	338.65
sequoia_strict	ore_ont_14901.owl	0.0512	1.7524	8.75	274.61
sequoia_strict	ore_ont_14926.owl	0.0387	1.6842	6.25	264.95
sequoia_strict	ore_ont_1493.owl	0.1319	2.4733	21.49	581.88
sequoia_strict	ore_ont_14934.owl	0.8575	5.7567	107.03	2039.14
sequoia_strict	ore_ont_1494.owl	0.041	1.6385	8.44	273.73
sequoia_strict	ore_ont_1501.owl	0.1603	2.819	31.49	564.36
sequoia_strict	ore_ont_15059.owl	3.3784	84.0975	70.29	17099.74
sequoia_strict	ore_ont_15099.owl	0.0697	3.985	3.75	1105.3
sequoia_strict	ore_ont_15145.owl	0.0419	1.5922	5.94	261.86
sequoia_strict	ore_ont_15152.owl	0.1908	2.849	54.22	510.87
sequoia_strict	ore_ont_15178.owl	0.453	3.1239	87.63	543.75
sequoia_strict	ore_ont_15222.owl	0.0995	2.2193	23.2	518.19
sequoia_strict	ore_ont_15260.owl	0.2208	3.0301	39.65	625.62
sequoia_strict	ore_ont_15292.owl	0.0419	2.0008	11.18	370.38
sequoia_strict	ore_ont_15388.owl	1.4578	5.7676	130.07	3209.66
sequoia_strict	ore_ont_15397.owl	0.0411	1.7647	7.81	296.83
sequoia_strict	ore_ont_15399.owl	0.0385	1.5264	7.19	255.65
sequoia_strict	ore_ont_15576.owl	0.0418	1.6219	6.25	264.74
sequoia_strict	ore_ont_1559.owl	2.7676	77.3627	96.45	16997.25
sequoia_strict	ore_ont_15696.owl	2.2182	9.4489	180.65	7482.22
sequoia_strict	ore_ont_15790.owl	0.3808	3.7993	53.62	846.24
sequoia_strict	ore_ont_15793.owl	0.2856	2.9597	72.84	544.59
sequoia_strict	ore_ont_15882.owl	0.0419	1.8027	6.25	256.31
sequoia_strict	ore_ont_15929.owl	2.982	8.1876	263.31	7282.12
sequoia_strict	ore_ont_15932.owl	0.133	2.2725	34.3	423.41
sequoia_strict	ore_ont_15944.owl	0.1009	2.2364	18.68	531.9
sequoia_strict	ore_ont_15950.owl	0.0413	2.0268	10.0	354.22
sequoia_strict	ore_ont_15968.owl	0.0718	2.5303	17.13	481.61
sequoia_strict	ore_ont_15976.owl	4.6411	12.7284	363.59	6973.27
sequoia_strict	ore_ont_15985.owl	0.0411	1.7275	9.38	309.07
sequoia_strict	ore_ont_16008.owl	3.5768	45.7045	191.96	17577.02
sequoia_strict	ore_ont_16076.owl	0.043	1.569	7.19	263.29
sequoia_strict	ore_ont_16114.owl	0.1626	3.0609	32.01	557.28
sequoia_strict	ore_ont_16299.owl	0.2205	2.7919	34.22	548.58
sequoia_strict	ore_ont_16312.owl	0.0413	3.1415	8.44	308.73
sequoia_strict	ore_ont_16351.owl	0.0419	1.5643	7.19	262.91
sequoia_strict	ore_ont_16444.owl	9.1775	9.42	1911.52	8058.71
sequoia_strict	ore_ont_16501.owl	0.0418	1.7328	8.75	262.52
sequoia_strict	ore_ont_16558.owl	0.1376	2.352	18.37	522.16
sequoia_strict	ore_ont_16559.owl	0.0422	3.0196	4.38	562.2
sequoia_strict	ore_ont_16596.owl	4.2812	13.1319	362.37	6177.59
sequoia_strict	ore_ont_16619.owl	0.3964	4.2272	49.25	1796.85
sequoia_strict	ore_ont_16626.owl	0.0413	1.7436	7.19	266.42
sequoia_strict	ore_ont_1666.owl	0.1279	2.3999	28.34	539.84
sequoia_strict	ore_ont_16684.owl	0.0704	4.9446	4.69	1766.56
sequoia_strict	ore_ont_16687.owl	0.4329	3.8591	68.76	950.13
sequoia_strict	ore_ont_16730.owl	0.0431	1.6193	6.56	271.25
sequoia_strict	ore_ont_16744.owl	10.4773	73.5493	69.98	17012.07
sequoia_strict	ore_ont_16821.owl	0.0442	1.7521	7.5	279.45
sequoia_strict	ore_ont_1967.owl	0.0412	1.4849	7.19	260.34
sequoia_strict	ore_ont_1970.owl	0.1598	2.6579	26.8	545.23
sequoia_strict	ore_ont_2011.owl	0.0409	1.7032	9.06	307.49
sequoia_strict	ore_ont_2105.owl	0.0415	2.6882	5.0	537.81
sequoia_strict	ore_ont_2129.owl	0.4144	3.3573	85.05	536.69
sequoia_strict	ore_ont_2243.owl	0.2714	7.8472	14.79	3202.88
sequoia_strict	ore_ont_2317.owl	0.3112	4.2288	52.18	1236.59
sequoia_strict	ore_ont_2377.owl	0.0989	2.357	17.12	512.96
sequoia_strict	ore_ont_2378.owl	0.0433	1.7483	8.44	349.87
sequoia_strict	ore_ont_2397.owl	2.0631	5.4576	510.52	1758.95
sequoia_strict	ore_ont_2440.owl	0.0707	1.9184	11.18	370.91
sequoia_strict	ore_ont_2469.owl	2.8675	8.3368	234.33	3238.07
sequoia_strict	ore_ont_2491.owl	0.0432	3.3307	3.44	568.91
sequoia_strict	ore_ont_2496.owl	0.0428	2.0858	11.14	420.5
sequoia_strict	ore_ont_2497.owl	0.2081	3.4036	31.8	756.65
sequoia_strict	ore_ont_2569.owl	0.0707	2.0094	12.43	397.62
sequoia_strict	ore_ont_258.owl	0.0405	1.5778	5.94	263.8
sequoia_strict	ore_ont_2591.owl	0.279	2.9035	73.74	564.58
sequoia_strict	ore_ont_2627.owl	1.2563	4.4205	299.65	1300.93
sequoia_strict	ore_ont_2661.owl	0.3437	3.919	56.18	841.25
sequoia_strict	ore_ont_2662.owl	0.0404	1.6002	7.5	265.35
sequoia_strict	ore_ont_2672.owl	0.0409	1.752	8.44	279.71
sequoia_strict	ore_ont_269.owl	0.0693	4.1814	4.69	660.13
sequoia_strict	ore_ont_2713.owl	0.0404	1.8047	8.12	266.39
sequoia_strict	ore_ont_2720.owl	0.0417	1.7856	8.44	294.98
sequoia_strict	ore_ont_2753.owl	0.0409	1.6286	7.5	266.36
sequoia_strict	ore_ont_2803.owl	3.1908	9.0188	190.28	6923.62
sequoia_strict	ore_ont_2828.owl	6.9702	16.8644	375.12	12282.3
sequoia_strict	ore_ont_2876.owl	0.0412	1.6554	6.88	263.84
sequoia_strict	ore_ont_3082.owl	0.0414	1.6227	5.62	263.29
sequoia_strict	ore_ont_3106.owl	0.1296	2.6317	23.87	538.27
sequoia_strict	ore_ont_3177.owl	0.1601	2.6835	27.31	539.38
sequoia_strict	ore_ont_33.owl	0.2492	3.1003	34.61	607.51
sequoia_strict	ore_ont_3349.owl	0.0411	1.7796	9.06	320.09
sequoia_strict	ore_ont_3406.owl	0.3752	3.291	56.07	614.12
sequoia_strict	ore_ont_3414.owl	4.5773	6.0619	981.27	3738.11
sequoia_strict	ore_ont_3418.owl	0.0415	1.5867	9.06	268.71
sequoia_strict	ore_ont_3463.owl	0.0408	1.5656	5.94	262.4
sequoia_strict	ore_ont_3480.owl	0.1917	3.2094	37.43	569.58
sequoia_strict	ore_ont_3635.owl	0.0409	1.8512	9.38	327.85
sequoia_strict	ore_ont_3712.owl	0.131	2.7143	26.81	613.52
sequoia_strict	ore_ont_3784.owl	0.2229	2.7849	64.61	504.52
sequoia_strict	ore_ont_3797.owl	0.1319	2.6217	29.3	544.51
sequoia_strict	ore_ont_380.owl	0.041	1.8179	9.62	328.45
sequoia_strict	ore_ont_3836.owl	1.9597	31.9389	41.48	11426.7
sequoia_strict	ore_ont_3842.owl	0.0423	1.58	8.07	261.06
sequoia_strict	ore_ont_3909.owl	0.0405	1.4892	6.88	261.49
sequoia_strict	ore_ont_3931.owl	0.0716	2.1557	24.27	467.79
sequoia_strict	ore_ont_412.owl	0.0736	2.3002	16.03	534.77
sequoia_strict	ore_ont_4205.owl	1.5269	24.3408	43.86	9119.21
sequoia_strict	ore_ont_4226.owl	0.1603	2.5371	31.8	547.62
sequoia_strict	ore_ont_4235.owl	0.2844	3.7147	48.1	769.87
sequoia_strict	ore_ont_4382.owl	0.0412	1.6712	8.44	266.81
sequoia_strict	ore_ont_4383.owl	0.1004	2.4151	16.8	493.79
sequoia_strict	ore_ont_4460.owl	0.1615	2.9246	27.19	726.09
sequoia_strict	ore_ont_4487.owl	0.8538	5.4042	105.43	1560.14
sequoia_strict	ore_ont_457.owl	0.0701	2.03	13.75	330.12
sequoia_strict	ore_ont_4578.owl	0.1317	2.7324	24.3	552.75
sequoia_strict	ore_ont_4604.owl	11.6895	25.872	2782.82	12755.76
sequoia_strict	ore_ont_4617.owl	1.2258	6.138	151.62	2078.92
sequoia_strict	ore_ont_4655.owl	0.1025	2.1826	31.2	437.7
sequoia_strict	ore_ont_4671.owl	0.0407	1.6411	9.32	270.29
sequoia_strict	ore_ont_4724.owl	0.0415	1.5804	7.94	262.64
sequoia_strict	ore_ont_4732.owl	0.1325	2.6411	26.8	549.04
sequoia_strict	ore_ont_4767.owl	0.0434	1.6251	7.81	267.03
sequoia_strict	ore_ont_4782.owl	1.0091	6.2237	121.68	2113.67
sequoia_strict	ore_ont_4798.owl	0.1005	2.1639	23.65	510.75
sequoia_strict	ore_ont_4802.owl	3.0793	9.07	232.6	7927.51
sequoia_strict	ore_ont_4897.owl	0.071	1.9251	9.63	346.72
sequoia_strict	ore_ont_5002.owl	0.1667	2.8468	31.36	567.46
sequoia_strict	ore_ont_5057.owl	0.0405	1.7517	9.69	278.13
sequoia_strict	ore_ont_5080.owl	0.07	2.2048	11.18	415.9
sequoia_strict	ore_ont_5089.owl	0.0417	1.7558	7.81	268.67
sequoia_strict	ore_ont_5090.owl	0.0414	1.5514	6.88	266.12
sequoia_strict	ore_ont_5197.owl	0.0707	2.1501	14.93	491.46
sequoia_strict	ore_ont_5255.owl	0.0411	1.5017	6.88	263.74
sequoia_strict	ore_ont_5266.owl	0.0416	2.1908	10.31	451.46
sequoia_strict	ore_ont_5303.owl	0.3566	1.8977	64.47	348.46
sequoia_strict	ore_ont_5404.owl	0.041	1.6242	18.44	268.44
sequoia_strict	ore_ont_544.owl	0.0998	2.0983	17.5	441.58
sequoia_strict	ore_ont_5462.owl	0.2219	2.9791	64.12	506.66
sequoia_strict	ore_ont_5485.owl	0.041	1.9617	10.56	376.84
sequoia_strict	ore_ont_5487.owl	0.2932	3.3079	44.22	581.07
sequoia_strict	ore_ont_5566.owl	3.0153	12.9522	305.99	5918.16
sequoia_strict	ore_ont_5612.owl	2.9986	7.7526	268.26	7039.73
sequoia_strict	ore_ont_566.owl	0.0419	1.837	8.99	336.78
sequoia_strict	ore_ont_5665.owl	0.0413	1.5546	8.44	264.29
sequoia_strict	ore_ont_5742.owl	0.0412	1.5515	5.62	262.56
sequoia_strict	ore_ont_5792.owl	0.1627	2.4041	27.3	536.15
sequoia_strict	ore_ont_5815.owl	0.042	3.4765	5.0	646.61
sequoia_strict	ore_ont_5852.owl	0.0411	1.4711	5.62	261.62
sequoia_strict	ore_ont_5927.owl	2.4509	7.8431	201.2	4413.43
sequoia_strict	ore_ont_5940.owl	0.1016	1.7654	12.57	300.29
sequoia_strict	ore_ont_5965.owl	0.2814	3.0219	73.28	554.38
sequoia_strict	ore_ont_5974.owl	0.2792	3.1277	73.12	556.77
sequoia_strict	ore_ont_6076.owl	0.4312	5.7244	49.1	5580.59
sequoia_strict	ore_ont_6198.owl	0.3949	5.1977	40.24	2484.42
sequoia_strict	ore_ont_6207.owl	0.0417	1.5375	7.81	267.88
sequoia_strict	ore_ont_6212.owl	2.5614	45.9593	84.24	17211.34
sequoia_strict	ore_ont_6230.owl	0.1702	2.5057	30.94	554.73
sequoia_strict	ore_ont_6246.owl	0.5077	1.6627	55.0	270.51
sequoia_strict	ore_ont_6310.owl	0.5127	3.7327	69.09	1008.3
sequoia_strict	ore_ont_6358.owl	0.1621	2.8248	27.74	586.34
sequoia_strict	ore_ont_637.owl	0.0412	1.6843	8.75	279.38
sequoia_strict	ore_ont_6423.owl	0.2839	2.446	76.39	540.29
sequoia_strict	ore_ont_6433.owl	0.2231	2.9596	38.88	554.25
sequoia_strict	ore_ont_6453.owl	0.283	2.83	73.03	544.84
sequoia_strict	ore_ont_6566.owl	0.0708	1.8964	13.37	365.49
sequoia_strict	ore_ont_6659.owl	0.7909	6.1172	75.25	4597.36
sequoia_strict	ore_ont_670.owl	0.0705	1.9734	12.12	369.72
sequoia_strict	ore_ont_6735.owl	0.0412	1.5441	6.25	265.36
sequoia_strict	ore_ont_6751.owl	0.2195	2.7116	30.82	553.21
sequoia_strict	ore_ont_6796.owl	0.0546	1.5645	7.5	265.02
sequoia_strict	ore_ont_6812.owl	0.0412	1.4843	5.94	263.57
sequoia_strict	ore_ont_6869.owl	0.1608	2.7598	26.49	569.56
sequoia_strict	ore_ont_6870.owl	0.2806	3.0377	43.37	535.94
sequoia_strict	ore_ont_7003.owl	0.0418	1.6167	8.31	265.11
sequoia_strict	ore_ont_703.owl	0.0405	1.7085	8.12	281.52
sequoia_strict	ore_ont_7120.owl	0.0427	1.9063	10.87	351.75
sequoia_strict	ore_ont_7127.owl	8.9391	20.9287	1959.93	12212.68
sequoia_strict	ore_ont_7169.owl	0.0413	1.7207	8.44	298.39
sequoia_strict	ore_ont_7218.owl	0.1	2.1708	19.55	472.35
sequoia_strict	ore_ont_7220.owl	0.041	1.686	8.75	300.69
sequoia_strict	ore_ont_7234.owl	0.222	3.0204	39.94	667.71
sequoia_strict	ore_ont_725.owl	0.0411	1.7525	9.69	363.32
sequoia_strict	ore_ont_7256.owl	0.0703	4.4285	4.69	1115.3
sequoia_strict	ore_ont_7270.owl	0.0412	1.5949	7.19	262.89
sequoia_strict	ore_ont_7300.owl	1.5105	5.1753	363.5	1518.42
sequoia_strict	ore_ont_7340.owl	2.6455	11.5312	301.0	3206.61
sequoia_strict	ore_ont_7343.owl	0.2135	5.077	4.92	1311.58
sequoia_strict	ore_ont_7439.owl	0.1626	2.8531	31.49	564.35
sequoia_strict	ore_ont_7482.owl	0.0423	1.4589	7.19	263.9
sequoia_strict	ore_ont_7493.owl	0.6421	4.5137	74.16	2163.38
sequoia_strict	ore_ont_7567.owl	2.169	8.737	227.86	3578.7
sequoia_strict	ore_ont_7576.owl	0.0426	1.6016	7.81	268.06
sequoia_strict	ore_ont_7581.owl	17.6839	158.6765	4252.74	17294.28
sequoia_strict	ore_ont_7608.owl	0.2244	3.61	42.6	535.84
sequoia_strict	ore_ont_7716.owl	0.3409	3.4181	52.47	675.27
sequoia_strict	ore_ont_7726.owl	0.3711	3.1053	46.34	598.66
sequoia_strict	ore_ont_7728.owl	1.8759	8.6828	203.13	4061.55
sequoia_strict	ore_ont_7831.owl	0.0415	3.3757	3.75	662.66
sequoia_strict	ore_ont_7868.owl	5.2412	16.1168	390.95	9702.0
sequoia_strict	ore_ont_7890.owl	0.041	1.5649	6.56	268.89
sequoia_strict	ore_ont_795.owl	3.4673	12.7024	239.34	12927.96
sequoia_strict	ore_ont_7956.owl	5.3321	13.5978	1314.57	9293.97
sequoia_strict	ore_ont_8021.owl	0.0419	1.6594	9.67	275.74
sequoia_strict	ore_ont_8135.owl	0.0415	1.7671	9.06	279.54
sequoia_strict	ore_ont_8145.owl	0.2431	5.0812	4.92	1276.18
sequoia_strict	ore_ont_8169.owl	0.0411	1.6307	7.19	254.45
sequoia_strict	ore_ont_8298.owl	0.0708	1.9857	10.87	374.64
sequoia_strict	ore_ont_8329.owl	0.1066	2.5186	20.24	479.44
sequoia_strict	ore_ont_840.owl	0.7024	5.179	83.17	2648.39
sequoia_strict	ore_ont_8486.owl	4.2665	86.3018	227.79	17191.13
sequoia_strict	ore_ont_8492.owl	0.2019	2.6017	31.49	558.4
sequoia_strict	ore_ont_8557.owl	0.1297	4.2527	4.92	839.89
sequoia_strict	ore_ont_8579.owl	0.2297	2.7426	50.82	597.07
sequoia_strict	ore_ont_8634.owl	1.24	5.5642	115.53	2941.7
sequoia_strict	ore_ont_8667.owl	0.0401	1.477	6.56	262.6
sequoia_strict	ore_ont_868.owl	4.7157	102.4584	269.11	17488.13
sequoia_strict	ore_ont_869.owl	0.0699	2.0402	11.18	380.05
sequoia_strict	ore_ont_8737.owl	8.8792	70.287	60.14	16185.03
sequoia_strict	ore_ont_8759.owl	0.1307	2.2612	17.11	541.59
sequoia_strict	ore_ont_8806.owl	0.042	1.5243	7.81	262.93
sequoia_strict	ore_ont_8864.owl	0.5452	3.8858	111.36	1671.15
sequoia_strict	ore_ont_8937.owl	0.0411	1.7079	7.5	396.68
sequoia_strict	ore_ont_8974.owl	0.0415	1.5848	7.5	258.17
sequoia_strict	ore_ont_8982.owl	2.7405	10.4934	292.79	4126.39
sequoia_strict	ore_ont_9020.owl	0.131	1.936	20.86	307.66
sequoia_strict	ore_ont_9024.owl	0.3977	1.8585	77.94	323.27
sequoia_strict	ore_ont_9031.owl	0.0412	1.5274	7.19	263.29
sequoia_strict	ore_ont_935.owl	0.4439	3.9222	49.82	2139.21
sequoia_strict	ore_ont_9435.owl	0.0714	1.946	14.62	428.27
sequoia_strict	ore_ont_947.owl	0.1593	2.4455	26.49	545.04
sequoia_strict	ore_ont_9498.owl	1.3249	29.5235	89.82	11444.62
sequoia_strict	ore_ont_9513.owl	0.3587	3.3758	43.06	730.96
sequoia_strict	ore_ont_9590.owl	0.1616	3.4464	32.87	661.79
sequoia_strict	ore_ont_9598.owl	0.0405	1.8771	10.55	354.49
sequoia_strict	ore_ont_9612.owl	0.2524	2.4984	59.58	549.16
sequoia_strict	ore_ont_964.owl	0.1936	2.8588	41.45	529.18
sequoia_strict	ore_ont_9646.owl	0.0703	1.9801	12.75	436.57
sequoia_strict	ore_ont_9674.owl	4.9099	103.5156	267.22	17523.26
sequoia_strict	ore_ont_9695.owl	0.0413	1.8381	9.06	272.2
sequoia_strict	ore_ont_9790.owl	0.1006	2.4667	16.85	556.12
sequoia_strict	ore_ont_9794.owl	0.7448	16.1275	21.29	7445.96
sequoia_strict	ore_ont_9854.owl	0.0415	1.5309	6.88	261.94
sequoia_strict	ore_ont_9857.owl	0.0704	2.0541	14.38	372.3
sequoia_strict	ore_ont_9894.owl	0.7828	5.4909	92.88	1445.36
sequoia_strict	ore_ont_9944.owl	1.0523	6.8376	278.56	6416.56
